time,data,avg
28_00_40_0-28_00_48_18,"[ 3 0 8 ,   3 0 7 ,   3 0 8 ,   3 0 8 ,   3 0 9 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 4 ,   3 1 5 ,   3 1 6 ,   3 1 6 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 1 0 ,   3 1 4 ,   3 1 5 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 4 ,   3 1 2 ,   3 1 0 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 1 1 ,   3 1 4 ,   3 1 5 ,   3 1 6 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 0 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 0 8 ,   3 0 9 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 5 ,   3 1 6 ,   3 1 7 ,   3 1 6 ,   3 1 6 ,   3 1 6 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 3 ,   3 1 3 ,   3 1 3 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 0 8 ,   3 0 8 ,   3 0 8 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 0 9 ,   3 0 9 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 0 ,   3 0 9 ,   3 0 8 ,   3 0 9 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 6 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 7 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 4 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 0 8 ,   3 0 8 ,   3 0 8 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 0 8 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 7 ,   3 1 5 ,   3 1 5 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 0 ]",311.8894472361809
28_00_50_0-28_00_58_18,"[ 3 1 2 ,   3 1 1 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 5 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 5 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 0 9 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 2 ,   3 1 3 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 5 ,   3 1 3 ,   3 1 1 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 2 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 5 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 6 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 1 ,   3 1 4 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 1 1 ,   3 1 2 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 0 9 ,   3 0 9 ,   3 1 0 ,   3 1 2 ,   3 1 3 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 6 ,   3 1 5 ,   3 2 0 ,   3 1 4 ,   3 1 4 ,   3 1 0 ,   3 1 0 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 4 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 3 ,   3 1 4 ,   3 1 5 ,   3 1 6 ,   3 1 6 ,   3 1 7 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 8 ]",314.06
28_01_0_0-28_01_8_18,"[ 3 1 1 ,   3 0 9 ,   3 1 1 ,   3 1 3 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 5 ,   3 1 1 ,   3 0 9 ,   3 1 2 ,   3 1 6 ,   3 1 8 ,   3 1 6 ,   3 1 1 ,   3 1 1 ,   3 1 6 ,   3 1 8 ,   3 1 5 ,   3 1 0 ,   3 1 2 ,   3 1 7 ,   3 1 7 ,   3 1 2 ,   3 1 0 ,   3 1 4 ,   3 1 9 ,   3 1 5 ,   3 1 0 ,   3 1 3 ,   3 1 8 ,   3 1 7 ,   3 1 1 ,   3 1 0 ,   3 1 6 ,   3 1 9 ,   3 1 3 ,   3 1 0 ,   3 1 4 ,   3 1 8 ,   3 1 6 ,   3 1 1 ,   3 1 0 ,   3 1 4 ,   3 1 8 ,   3 1 7 ,   3 1 3 ,   3 1 0 ,   3 1 0 ,   3 1 4 ,   3 1 8 ,   3 1 7 ,   3 1 2 ,   3 1 0 ,   3 1 2 ,   3 1 6 ,   3 1 8 ,   3 1 5 ,   3 1 1 ,   3 1 0 ,   3 1 4 ,   3 1 7 ,   3 1 9 ,   3 1 6 ,   3 1 2 ,   3 1 0 ,   3 1 0 ,   3 1 2 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 1 ,   3 0 9 ,   3 1 1 ,   3 1 3 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 5 ,   3 1 2 ,   3 1 0 ,   3 0 9 ,   3 1 0 ,   3 1 2 ,   3 1 3 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 1 ,   3 0 9 ,   3 1 1 ,   3 1 3 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 0 ,   3 1 0 ,   3 1 3 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 2 ,   3 0 9 ,   3 1 1 ,   3 1 3 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 2 ,   3 1 0 ,   3 1 0 ,   3 1 2 ,   3 1 5 ,   3 1 7 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 1 ,   3 0 9 ,   3 1 0 ,   3 1 3 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 2 2 ,   3 1 8 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 0 ,   3 1 2 ,   3 1 4 ,   3 1 7 ,   3 1 9 ,   3 1 9 ,   3 1 9 ,   3 1 7 ,   3 1 6 ,   3 0 6 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 8 ,   3 1 7 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 5 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 5 ,   3 1 7 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 2 0 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 0 ,   3 1 2 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ]",314.39
28_01_10_0-28_01_18_18,"[ 3 1 9 ,   3 1 9 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 3 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 4 ,   3 1 7 ,   3 1 9 ,   3 1 9 ,   3 1 6 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 7 ,   3 1 9 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 9 ,   3 1 7 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 6 ,   3 1 8 ,   3 2 2 ,   3 2 2 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 4 ,   3 1 1 ]",315.335
28_01_20_0-28_01_28_19,"[ 3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 3 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 6 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 6 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 6 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 2 1 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 4 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 8 ,   3 1 9 ,   3 2 1 ,   3 2 0 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 9 ,   3 2 0 ,   3 2 1 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 3 ,   3 1 3 ,   3 0 5 ,   3 1 7 ,   3 1 9 ,   3 2 0 ,   3 1 8 ,   3 1 4 ,   3 2 9 ,   3 1 7 ,   3 1 5 ,   3 1 5 ,   3 1 6 ,   3 1 8 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 4 ,   3 1 3 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 7 ,   3 1 9 ,   3 2 0 ,   3 2 1 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 4 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 7 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 8 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 9 ,   3 2 0 ,   3 2 1 ,   3 2 0 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 7 ,   3 1 9 ,   3 2 0 ,   3 2 1 ,   3 2 0 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 4 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 5 ,   3 1 6 ,   3 1 8 ,   3 1 8 ]",315.715
28_01_30_0-28_01_38_19,"[ 3 1 4 ,   3 1 4 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 4 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 3 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 4 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 2 0 ,   3 1 9 ,   3 1 7 ,   3 1 7 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 2 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 2 0 ,   3 1 8 ,   3 1 6 ,   3 1 4 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 3 ,   3 1 5 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 5 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 2 ,   3 1 4 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 9 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 4 ,   3 1 6 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 6 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 2 ]",315.43
28_01_40_0-28_01_48_19,"[ 3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 6 ,   3 1 3 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 3 ,   3 1 3 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 9 ,   3 2 0 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 6 ,   3 1 4 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 3 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 9 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 6 ,   3 1 6 ,   3 1 5 ,   3 1 5 ,   3 1 4 ,   3 1 3 ,   3 1 3 ,   3 1 2 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 1 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 2 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 1 ,   3 1 0 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 4 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 3 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 6 ,   3 1 5 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 0 9 ,   3 1 0 ,   3 1 1 ,   3 1 2 ,   3 1 3 ,   3 1 3 ,   3 1 6 ,   3 1 6 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 9 ,   3 1 8 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 7 ,   3 1 6 ,   3 1 6 ,   3 1 6 ,   3 1 6 ,   3 1 5 ,   3 1 5 ,   3 1 3 ,   3 1 2 ,   3 1 1 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 0 ,   3 1 1 ,   3 1 3 ,   3 1 3 ,   3 1 6 ,   3 1 7 ,   3 1 7 ,   3 1 8 ,   3 1 8 ,   3 1 7 ,   3 1 5 ,   3 1 4 ,   3 1 2 ,   3 1 1 ,   3 1 0 ]",313.735
